,밑위,엉덩이단면,총장,허리단면,허벅지단면,classification,cluster_size
1057,33.5,62.5,106.0,42.5,37.5,0,L
1058,34.0,63.75,106.0,43.75,38.125,2,XL
1059,34.5,65.0,107.0,45.0,38.75,2,XL
1060,35.5,67.5,107.0,47.5,40.0,2,XL
1061,36.5,70.0,108.0,50.0,41.25,2,XL
1062,37.5,72.5,108.0,52.5,42.5,2,XL
1063,38.5,75.0,109.0,55.0,43.75,2,XL
1064,29.6,48.2,101.0,32.3,31.1,3,M
1065,30.7,50.1,102.0,34.2,32.0,0,L
1066,31.8,52.0,103.0,36.1,33.0,0,L
1067,32.4,54.6,104.0,38.7,34.2,0,L
1068,33.1,57.1,106.0,41.2,35.5,0,L
1069,27.0,43.75,99.0,33.0,28.75,1,XS
1070,27.5,45.0,99.0,34.25,29.38,3,M
1071,28.0,46.25,100.0,35.5,30.0,3,M
1072,28.5,47.5,100.0,36.75,30.63,3,M
1073,29.0,48.75,100.0,38.0,31.25,0,L
1074,29.5,50.0,101.0,39.25,31.88,0,L
1075,30.0,51.25,101.0,40.5,32.5,0,L
1076,29.0,50.0,104.0,37.0,31.5,0,L
1077,30.0,52.0,105.0,39.0,33.0,0,L
1078,31.0,54.0,106.0,41.0,34.5,0,L
1079,32.0,56.0,107.0,43.0,36.0,0,L
1080,34.0,57.0,104.5,33.0,36.5,0,L
1081,35.0,59.0,106.0,35.0,37.5,0,L
1082,36.0,61.0,107.5,37.0,38.5,0,L
1083,27.5,48.5,98.5,38.5,28.2,0,L
1084,28.0,49.75,99.0,39.75,28.85,0,L
1085,28.5,51.0,99.5,41.0,29.5,0,L
1086,29.0,52.25,102.5,42.25,30.15,0,L
1087,29.5,53.5,103.0,43.5,30.8,2,XL
1088,30.0,54.75,103.5,44.75,31.45,2,XL
1089,31.0,57.25,104.5,47.25,32.75,2,XL
1090,28.0,47.5,103.0,35.5,30.75,3,M
1091,28.5,48.75,104.0,36.75,31.375,3,M
1092,29.0,50.0,104.0,38.0,32.0,0,L
1093,29.5,51.25,105.0,39.25,32.625,0,L
1094,30.0,52.5,105.0,40.5,33.25,0,L
1095,30.5,53.75,106.0,41.75,33.875,0,L
1096,31.0,55.0,106.0,43.0,34.5,0,L
1097,31.5,56.25,107.0,44.25,35.125,2,XL
1098,32.0,57.5,107.0,45.5,35.75,2,XL
1099,33.0,60.0,108.0,48.0,37.0,2,XL
1100,34.0,62.5,108.0,50.5,38.25,2,XL
1101,33.0,48.0,99.0,31.0,33.0,3,M
1102,34.0,50.0,101.0,33.0,34.0,0,L
1103,33.0,57.0,105.0,37.0,36.0,0,L
1104,34.0,59.0,107.0,39.0,37.0,0,L
1105,34.0,54.0,105.5,36.5,33.0,0,L
1106,34.5,58.0,108.5,40.5,35.0,0,L
1107,35.0,62.0,111.0,44.5,37.0,2,XL
1108,35.5,66.0,113.0,48.5,39.0,2,XL
1109,34.0,54.0,105.5,36.5,33.0,0,L
1110,34.5,58.0,108.5,40.5,35.0,0,L
1111,35.0,62.0,111.0,44.5,37.0,2,XL
1112,35.5,66.0,113.0,48.5,39.0,2,XL
1113,31.5,52.5,101.0,32.0,32.75,0,L
1114,32.0,53.75,101.0,33.25,33.375,0,L
1115,32.5,55.0,102.0,34.5,34.0,0,L
1116,33.0,56.25,102.0,35.75,34.625,0,L
1117,33.5,57.5,102.0,37.0,35.25,0,L
1118,34.0,58.75,103.0,38.25,35.875,0,L
1119,34.5,60.0,103.0,39.5,36.5,0,L
1120,35.0,61.25,104.0,40.75,37.125,0,L
1121,35.5,62.5,104.0,42.0,37.75,0,L
1122,36.5,65.0,105.0,44.5,39.0,2,XL
1123,34.0,54.0,105.5,36.5,33.0,0,L
1124,34.5,58.0,108.5,40.5,35.0,0,L
1125,35.0,62.0,111.0,44.5,37.0,2,XL
1126,35.5,66.0,113.0,48.5,39.0,2,XL
1127,33.0,57.0,101.0,38.0,38.0,0,L
1128,33.5,60.0,102.0,40.0,39.0,0,L
1129,34.5,63.0,103.0,42.0,40.0,0,L
1130,28.0,51.5,103.0,35.0,33.0,0,L
1131,28.0,52.7,103.0,36.3,33.6,0,L
1132,28.5,54.0,104.0,37.5,34.3,0,L
1133,28.5,55.3,104.0,38.75,34.9,0,L
1134,29.0,56.5,105.0,40.0,35.5,0,L
1135,29.0,57.7,105.0,41.25,36.1,0,L
1136,29.5,59.0,105.0,42.5,36.8,0,L
1137,30.0,60.3,105.0,43.75,37.4,2,XL
1138,30.5,61.5,106.0,45.0,38.0,2,XL
1139,31.5,64.0,106.0,47.5,39.3,2,XL
1140,32.5,66.5,107.0,50.0,40.5,2,XL
1141,33.5,69.0,107.0,52.5,41.8,2,XL
1142,34.5,71.5,108.0,55.0,43.0,2,XL
1143,28.0,52.0,103.0,35.5,33.0,0,L
1144,28.5,53.25,104.0,36.75,33.625,0,L
1145,29.0,54.5,104.0,38.0,34.25,0,L
1146,29.5,55.75,105.0,39.25,34.875,0,L
1147,30.0,57.0,105.0,40.5,35.5,0,L
1148,30.5,58.25,106.0,41.75,36.125,0,L
1149,31.0,59.5,106.0,43.0,36.75,0,L
1150,31.5,60.75,107.0,44.25,37.375,2,XL
1151,32.0,62.0,107.0,45.5,38.0,2,XL
1152,33.0,64.5,108.0,48.0,39.25,2,XL
1153,34.0,67.0,108.0,50.5,40.5,2,XL
1154,30.0,52.0,97.0,32.0,35.0,0,L
1155,31.0,54.5,99.0,34.5,36.0,0,L
1156,32.0,57.0,101.0,37.0,37.0,0,L
1157,31.0,50.0,98.0,32.0,31.0,0,L
1158,32.0,52.0,100.0,33.0,33.0,0,L
1159,33.0,54.0,102.0,34.0,35.0,0,L
1160,34.0,56.0,104.0,35.0,37.0,0,L
1161,35.0,58.0,106.0,36.0,39.0,0,L
1162,28.0,52.0,103.0,35.5,33.0,0,L
1163,28.5,53.25,104.0,36.75,33.625,0,L
1164,29.0,54.5,104.0,38.0,34.25,0,L
1165,29.5,55.75,105.0,39.25,34.875,0,L
1166,30.0,57.0,105.0,40.5,35.5,0,L
1167,30.5,58.25,106.0,41.75,36.125,0,L
1168,31.0,59.5,106.0,43.0,36.75,0,L
1169,31.5,60.75,107.0,44.25,37.375,2,XL
1170,32.0,62.0,107.0,45.5,38.0,2,XL
1171,33.0,64.5,108.0,48.0,39.25,2,XL
1172,34.0,67.0,108.0,50.5,40.5,2,XL
1173,28.0,48.0,100.0,31.75,31.3,3,M
1174,28.5,49.25,100.0,33.0,31.9,0,L
1175,29.0,50.5,101.0,34.25,32.5,0,L
1176,29.5,51.75,101.0,35.5,33.1,0,L
1177,30.0,53.0,101.0,36.75,33.8,0,L
1178,30.5,54.25,102.0,38.0,34.4,0,L
1179,31.0,55.5,102.0,39.25,35.0,0,L
1180,31.5,56.75,103.0,40.5,35.6,0,L
1181,32.0,58.0,103.0,41.75,36.25,0,L
1182,33.0,60.5,104.0,44.25,37.5,2,XL
1183,23.5,43.5,98.0,35.0,27.3,1,XS
1184,23.5,44.7,98.0,36.3,27.9,3,M
1185,24.0,46.0,99.0,37.5,28.5,3,M
1186,24.0,47.3,99.0,38.8,29.1,0,L
1187,24.5,48.5,100.0,40.0,29.8,0,L
1188,24.5,49.7,100.0,41.3,30.4,0,L
1189,25.0,51.0,100.0,42.5,31.0,0,L
1190,25.5,52.3,100.0,43.8,31.6,2,XL
1191,26.0,53.5,101.0,45.0,32.3,2,XL
1192,27.0,56.0,101.0,47.5,33.5,2,XL
1193,28.0,58.5,102.0,50.0,34.8,2,XL
1194,29.0,61.0,102.0,52.5,36.0,2,XL
1195,30.0,63.5,103.0,55.0,37.3,2,XL
1196,29.0,50.0,104.0,37.0,31.5,0,L
1197,30.0,52.0,105.0,39.0,33.0,0,L
1198,31.0,54.0,106.0,41.0,34.5,0,L
1199,32.0,56.0,107.0,43.0,36.0,0,L
1200,32.0,54.0,101.5,30.0,35.0,0,L
1201,33.0,56.0,103.0,32.0,36.0,0,L
1202,34.0,58.0,104.5,34.0,37.0,0,L
1203,35.0,60.0,106.0,36.0,38.0,0,L
1204,36.0,62.0,107.5,38.0,39.0,0,L
1205,28.5,46.5,103.0,32.0,28.5,3,M
1206,29.0,47.75,103.0,33.25,29.38,3,M
1207,29.5,49.0,104.0,34.5,30.0,3,M
1208,30.0,50.25,104.0,35.75,30.63,0,L
1209,30.5,51.5,104.0,37.0,31.25,0,L
1210,31.0,52.75,105.0,38.25,31.88,0,L
1211,31.5,54.25,105.0,39.5,32.5,0,L
1212,29.6,48.2,101.0,32.3,31.1,3,M
1213,30.7,50.1,102.0,34.2,32.0,0,L
1214,31.8,52.0,103.0,36.1,33.0,0,L
1215,32.4,54.6,104.0,38.7,34.2,0,L
1216,33.1,57.1,106.0,41.2,35.5,0,L
1217,27.0,48.0,103.0,35.0,30.8,3,M
1218,27.0,49.25,103.0,36.3,31.4,0,L
1219,27.5,50.5,104.0,37.5,32.0,0,L
1220,27.5,51.75,104.0,38.8,32.6,0,L
1221,28.0,53.0,105.0,40.0,33.3,0,L
1222,28.0,54.25,105.0,41.3,33.9,0,L
1223,28.5,55.5,105.0,42.5,34.5,0,L
1224,29.0,56.75,105.0,43.8,35.1,2,XL
1225,29.5,58.0,106.0,45.0,35.8,2,XL
1226,30.5,60.5,106.0,47.5,37.0,2,XL
1227,31.5,63.0,107.0,50.0,38.3,2,XL
1228,32.5,65.5,107.0,52.5,39.5,2,XL
1229,33.5,68.0,108.0,55.0,40.8,2,XL
1230,30.0,53.0,99.5,33.5,33.0,0,L
1231,31.0,55.0,101.0,36.0,34.0,0,L
1232,32.0,57.0,102.5,38.5,35.0,0,L
1233,33.0,59.0,104.0,41.0,36.0,0,L
1234,34.0,61.0,105.5,43.5,37.0,2,XL
1235,35.0,63.0,107.0,46.0,38.0,2,XL
1236,23.5,43.0,97.0,35.0,27.3,1,XS
1237,24.0,44.25,98.0,36.3,27.8,3,M
1238,24.5,45.5,98.0,37.5,28.5,3,M
1239,25.0,46.75,99.0,38.7,29.1,3,M
1240,25.5,48.0,99.0,40.0,29.7,0,L
1241,26.0,49.25,100.0,41.2,30.4,0,L
1242,26.5,50.5,100.0,42.5,31.0,0,L
1243,27.0,51.75,101.0,43.8,31.6,2,XL
1244,27.5,53.0,101.0,45.0,32.2,2,XL
1245,28.5,55.5,102.0,47.5,33.5,2,XL
1246,29.5,58.0,102.0,50.0,34.8,2,XL
1247,23.5,43.0,97.0,35.0,27.3,1,XS
1248,24.0,44.25,98.0,36.3,27.8,3,M
1249,24.5,45.5,98.0,37.5,28.5,3,M
1250,25.0,46.75,99.0,38.7,29.1,3,M
1251,25.5,48.0,99.0,40.0,29.7,0,L
1252,26.0,49.25,100.0,41.2,30.4,0,L
1253,26.5,50.5,100.0,42.5,31.0,0,L
1254,27.0,51.75,101.0,43.8,31.6,2,XL
1255,27.5,53.0,101.0,45.0,32.2,2,XL
1256,28.5,55.5,102.0,47.5,33.5,2,XL
1257,29.5,58.0,102.0,50.0,34.8,2,XL
1258,23.5,43.0,97.0,35.0,27.3,1,XS
1259,24.0,44.25,98.0,36.3,27.8,3,M
1260,24.5,45.5,98.0,37.5,28.5,3,M
1261,25.0,46.75,99.0,38.7,29.1,3,M
1262,25.5,48.0,99.0,40.0,29.7,0,L
1263,26.0,49.25,100.0,41.2,30.4,0,L
1264,26.5,50.5,100.0,42.5,31.0,0,L
1265,27.0,51.75,101.0,43.8,31.6,2,XL
1266,27.5,53.0,101.0,45.0,32.2,2,XL
1267,28.5,55.5,102.0,47.5,33.5,2,XL
1268,29.5,58.0,102.0,50.0,34.8,2,XL
1269,33.0,54.0,96.0,37.0,35.0,0,L
1270,33.5,56.0,98.0,39.0,36.0,0,L
1271,34.0,58.0,100.0,41.0,37.0,0,L
1272,34.5,60.0,102.0,43.0,38.0,2,XL
1273,33.0,53.0,104.0,35.0,35.0,0,L
1274,34.0,55.0,106.0,36.0,36.0,0,L
1275,35.0,57.0,108.0,38.0,37.0,0,L
1276,31.5,50.0,103.0,35.0,29.8,0,L
1277,31.5,51.25,103.0,36.25,30.4,0,L
1278,32.0,52.5,104.0,37.5,31.0,0,L
1279,32.0,53.75,104.0,38.75,31.6,0,L
1280,32.5,55.0,105.0,40.0,32.3,0,L
1281,32.5,56.25,105.0,41.25,32.9,0,L
1282,33.0,57.5,105.0,42.5,33.5,0,L
1283,33.5,58.75,105.0,43.75,34.1,2,XL
1284,34.0,60.0,106.0,45.0,34.75,2,XL
1285,35.0,62.5,106.0,47.5,36.0,2,XL
1286,36.0,65.0,107.0,50.0,37.25,2,XL
1287,37.0,67.5,107.0,52.5,38.5,2,XL
1288,38.0,70.0,108.0,55.0,39.75,2,XL
1289,34.0,57.0,104.5,33.0,36.5,0,L
1290,35.0,59.0,106.0,35.0,37.5,0,L
1291,36.0,61.0,107.5,37.0,38.5,0,L
1292,27.8,47.5,104.0,36.0,31.8,3,M
1293,28.3,48.75,105.0,37.3,32.4,3,M
1294,28.8,50.0,105.0,38.5,33.0,0,L
1295,29.3,51.25,106.0,39.8,33.6,0,L
1296,29.8,52.5,106.0,41.0,34.3,0,L
1297,30.3,53.75,107.0,42.3,34.9,0,L
1298,30.8,55.0,107.0,43.5,35.5,2,XL
1299,31.3,56.25,108.0,44.8,36.1,2,XL
1300,31.8,57.5,108.0,46.0,36.8,2,XL
1301,32.8,60.0,109.0,48.5,38.0,2,XL
1302,33.8,62.5,109.0,51.0,39.3,2,XL
1303,34.8,65.0,110.0,53.5,40.5,2,XL
1304,35.8,67.5,110.0,56.0,41.75,2,XL
1305,33.0,59.0,107.0,38.0,37.0,0,L
1306,34.0,61.0,109.0,40.0,38.0,0,L
1307,35.0,63.0,111.0,42.0,39.0,0,L
1308,29.0,52.5,96.0,33.0,17.75,1,XS
1309,30.0,55.0,98.0,35.5,18.25,0,L
1310,31.0,57.5,100.0,38.0,18.75,0,L
1311,32.0,60.0,102.0,40.5,19.25,0,L
1312,35.0,53.5,105.0,32.0,35.5,0,L
1313,36.0,57.0,109.0,36.0,37.0,0,L
1314,32.0,53.0,101.0,32.0,33.0,0,L
1315,33.0,55.0,103.0,34.0,34.0,0,L
1316,34.0,57.0,105.0,36.0,35.0,0,L
1317,30.5,52.5,105.0,35.5,32.75,0,L
1318,30.5,53.75,105.0,36.75,33.375,0,L
1319,31.0,55.0,106.0,38.0,34.0,0,L
1320,31.0,56.25,106.0,39.25,34.625,0,L
1321,31.5,57.5,107.0,40.5,35.25,0,L
1322,31.5,58.75,107.0,41.75,35.875,0,L
1323,32.0,60.0,107.0,43.0,36.5,0,L
1324,32.5,61.25,107.0,44.25,37.125,2,XL
1325,33.0,62.5,108.0,45.5,37.75,2,XL
1326,34.0,65.0,108.0,48.0,39.0,2,XL
1327,35.0,67.5,109.0,50.5,40.25,2,XL
1328,36.0,70.0,109.0,53.0,41.5,2,XL
1329,37.0,72.5,110.0,55.5,42.75,2,XL
1330,32.0,50.0,100.0,32.0,32.0,0,L
1331,33.0,52.0,101.0,34.0,33.0,0,L
1332,34.0,54.0,103.0,36.0,34.0,0,L
1333,35.0,56.0,105.0,38.0,35.0,0,L
1334,36.0,58.0,106.0,40.0,36.0,0,L
1335,28.0,52.0,103.0,35.5,33.0,0,L
1336,28.5,53.25,104.0,36.75,33.625,0,L
1337,29.0,54.5,104.0,38.0,34.25,0,L
1338,29.5,55.75,105.0,39.25,34.875,0,L
1339,30.0,57.0,105.0,40.5,35.5,0,L
1340,30.5,58.25,106.0,41.75,36.125,0,L
1341,31.0,59.5,106.0,43.0,36.75,0,L
1342,31.5,60.75,107.0,44.25,37.375,2,XL
1343,32.0,62.0,107.0,45.5,38.0,2,XL
1344,33.0,64.5,108.0,48.0,39.25,2,XL
1345,34.0,67.0,108.0,50.5,40.5,2,XL
1346,26.5,44.5,99.0,35.0,27.8,1,XS
1347,26.5,45.75,99.0,36.3,28.3,3,M
1348,27.0,47.0,100.0,37.5,29.0,3,M
1349,27.0,48.25,100.0,38.8,29.6,0,L
1350,27.5,49.5,101.0,40.0,30.3,0,L
1351,27.5,50.75,101.0,41.3,30.8,0,L
1352,28.0,52.0,101.0,42.5,31.5,0,L
1353,28.5,53.25,101.0,43.8,32.1,2,XL
1354,29.0,54.5,102.0,45.0,32.8,2,XL
1355,29.5,57.0,102.0,47.5,34.0,2,XL
1356,31.0,59.5,103.0,50.0,35.3,2,XL
1357,32.0,62.0,103.0,52.5,36.5,2,XL
1358,33.0,64.5,104.0,55.0,37.8,2,XL
1359,31.0,52.0,101.0,35.0,34.0,0,L
1360,32.0,54.0,103.0,36.0,35.0,0,L
1361,33.0,56.0,105.0,38.0,36.0,0,L
1362,37.0,59.0,108.0,34.0,37.0,0,L
1363,32.0,64.0,103.0,34.0,40.0,0,L
1364,33.0,66.5,104.0,36.5,41.25,0,L
1365,34.0,69.0,105.0,39.0,42.5,0,L
1366,35.0,71.5,106.0,41.5,43.75,0,L
1367,36.0,74.0,107.0,44.0,45.0,2,XL
1368,28.5,51.5,96.0,33.0,17.5,1,XS
1369,29.5,54.0,98.0,35.5,18.0,0,L
1370,30.5,56.5,100.0,38.0,18.5,0,L
1371,30.0,54.0,100.5,36.0,33.0,0,L
1372,31.0,56.0,102.0,38.0,35.0,0,L
1373,32.0,58.0,103.5,40.0,36.0,0,L
1374,33.0,60.0,105.0,42.0,37.0,0,L
1375,34.0,62.0,106.5,44.0,38.0,2,XL
1376,27.0,48.0,103.0,35.0,30.8,3,M
1377,27.0,49.25,103.0,36.3,31.4,0,L
1378,27.5,50.5,104.0,37.5,32.0,0,L
1379,27.5,51.75,104.0,38.8,32.6,0,L
1380,28.0,53.0,105.0,40.0,33.3,0,L
1381,28.0,54.25,105.0,41.3,33.9,0,L
1382,28.5,55.5,105.0,42.5,34.5,0,L
1383,29.0,56.75,105.0,43.8,35.1,2,XL
1384,29.5,58.0,106.0,45.0,35.8,2,XL
1385,30.5,60.5,106.0,47.5,37.0,2,XL
1386,31.5,63.0,107.0,50.0,38.3,2,XL
1387,32.5,65.5,107.0,52.5,39.5,2,XL
1388,33.5,68.0,108.0,55.0,40.8,2,XL
1389,30.0,53.0,99.5,33.5,33.0,0,L
1390,31.0,55.0,101.0,36.0,34.0,0,L
1391,32.0,57.0,102.5,38.5,35.0,0,L
1392,33.0,59.0,104.0,41.0,36.0,0,L
1393,34.0,61.0,105.5,43.5,37.0,2,XL
1394,35.0,63.0,107.0,46.0,38.0,2,XL
1395,23.5,43.0,97.0,35.0,27.3,1,XS
1396,24.0,44.25,98.0,36.3,27.8,3,M
1397,24.5,45.5,98.0,37.5,28.5,3,M
1398,25.0,46.75,99.0,38.7,29.1,3,M
1399,25.5,48.0,99.0,40.0,29.7,0,L
1400,26.0,49.25,100.0,41.2,30.4,0,L
1401,26.5,50.5,100.0,42.5,31.0,0,L
1402,27.0,51.75,101.0,43.8,31.6,2,XL
1403,27.5,53.0,101.0,45.0,32.2,2,XL
1404,28.5,55.5,102.0,47.5,33.5,2,XL
1405,29.5,58.0,102.0,50.0,34.8,2,XL
1406,23.5,43.0,97.0,35.0,27.3,1,XS
1407,24.0,44.25,98.0,36.3,27.8,3,M
1408,24.5,45.5,98.0,37.5,28.5,3,M
1409,25.0,46.75,99.0,38.7,29.1,3,M
1410,25.5,48.0,99.0,40.0,29.7,0,L
1411,26.0,49.25,100.0,41.2,30.4,0,L
1412,26.5,50.5,100.0,42.5,31.0,0,L
1413,27.0,51.75,101.0,43.8,31.6,2,XL
1414,27.5,53.0,101.0,45.0,32.2,2,XL
1415,28.5,55.5,102.0,47.5,33.5,2,XL
1416,29.5,58.0,102.0,50.0,34.8,2,XL
1417,23.5,43.0,97.0,35.0,27.3,1,XS
1418,24.0,44.25,98.0,36.3,27.8,3,M
1419,24.5,45.5,98.0,37.5,28.5,3,M
1420,25.0,46.75,99.0,38.7,29.1,3,M
1421,25.5,48.0,99.0,40.0,29.7,0,L
1422,26.0,49.25,100.0,41.2,30.4,0,L
1423,26.5,50.5,100.0,42.5,31.0,0,L
1424,27.0,51.75,101.0,43.8,31.6,2,XL
1425,27.5,53.0,101.0,45.0,32.2,2,XL
1426,28.5,55.5,102.0,47.5,33.5,2,XL
1427,29.5,58.0,102.0,50.0,34.8,2,XL
1428,33.0,54.0,96.0,37.0,35.0,0,L
1429,33.5,56.0,98.0,39.0,36.0,0,L
1430,34.0,58.0,100.0,41.0,37.0,0,L
1431,34.5,60.0,102.0,43.0,38.0,2,XL
1432,36.5,56.5,103.5,35.0,35.25,0,L
1433,36.5,57.75,103.5,36.25,35.875,0,L
1434,37.0,59.0,104.5,37.5,36.5,0,L
1435,37.0,60.25,104.5,38.75,37.125,0,L
1436,37.5,61.5,105.5,40.0,37.75,0,L
1437,37.5,62.75,105.5,41.25,38.375,0,L
1438,38.0,64.0,105.5,42.5,39.0,2,XL
1439,38.5,65.25,105.5,43.75,39.625,2,XL
1440,39.0,66.5,106.5,45.0,40.25,2,XL
1441,40.0,69.0,106.5,47.5,41.5,2,XL
1442,41.0,71.5,107.5,50.0,42.75,2,XL
1443,42.0,74.0,107.5,52.5,44.0,2,XL
1444,43.0,76.5,108.5,55.0,45.25,2,XL
1445,27.0,43.75,99.0,33.0,28.75,1,XS
1446,27.5,45.0,99.0,34.25,29.38,3,M
1447,28.0,46.25,100.0,35.5,30.0,3,M
1448,28.5,47.5,100.0,36.75,30.63,3,M
1449,29.0,48.75,100.0,38.0,31.25,0,L
1450,29.5,50.0,101.0,39.25,31.88,0,L
1451,30.0,51.25,101.0,40.5,32.5,0,L
1452,28.0,47.5,103.0,35.5,30.75,3,M
1453,28.5,48.75,104.0,36.75,31.375,3,M
1454,29.0,50.0,104.0,38.0,32.0,0,L
1455,29.5,51.25,105.0,39.25,32.625,0,L
1456,30.0,52.5,105.0,40.5,33.25,0,L
1457,30.5,53.75,106.0,41.75,33.875,0,L
1458,31.0,55.0,106.0,43.0,34.5,0,L
1459,31.5,56.25,107.0,44.25,35.125,2,XL
1460,32.0,57.5,107.0,45.5,35.75,2,XL
1461,33.0,60.0,108.0,48.0,37.0,2,XL
1462,34.0,62.5,108.0,50.5,38.25,2,XL
1463,30.0,51.0,97.0,33.0,17.0,1,XS
1464,29.2,57.5,103.0,35.0,35.3,0,L
1465,29.2,58.8,103.0,36.3,35.9,0,L
1466,29.7,60.0,104.0,37.5,36.5,0,L
1467,29.7,61.3,104.0,38.8,37.1,0,L
1468,30.2,62.5,105.0,40.0,37.8,0,L
1469,30.2,63.8,105.0,41.3,38.4,0,L
1470,30.7,65.0,105.0,42.5,39.0,0,L
1471,31.2,66.3,105.0,43.8,39.6,2,XL
1472,31.7,67.5,106.0,45.0,40.3,2,XL
1473,32.7,70.0,106.0,47.5,41.5,2,XL
1474,33.7,72.5,107.0,50.0,42.8,2,XL
1475,34.7,75.0,107.0,52.5,44.0,2,XL
1476,35.7,77.5,108.0,55.0,45.3,2,XL
1477,29.5,48.0,105.0,38.0,32.0,0,L
1478,30.0,49.0,106.0,39.0,32.5,0,L
1479,30.5,50.0,107.0,40.0,33.0,0,L
1480,31.0,51.0,108.0,41.0,33.5,0,L
1481,31.5,52.0,109.0,42.0,34.0,0,L
1482,32.0,53.0,110.0,43.0,34.5,0,L
1483,36.0,53.5,100.0,31.5,33.0,0,L
1484,37.0,56.5,104.0,36.0,34.5,0,L
1485,38.0,59.0,106.0,42.0,36.0,0,L
1486,30.0,47.0,105.0,38.0,32.0,3,M
1487,30.5,48.0,106.0,39.0,32.5,0,L
1488,31.0,49.0,107.0,40.0,33.0,0,L
1489,31.5,50.0,108.0,41.0,33.5,0,L
1490,32.0,51.0,109.0,42.0,34.0,0,L
1491,32.5,52.0,110.0,43.0,34.5,0,L
1492,29.0,50.0,104.0,37.0,31.5,0,L
1493,30.0,52.0,105.0,39.0,33.0,0,L
1494,31.0,54.0,106.0,41.0,34.5,0,L
1495,32.0,56.0,107.0,43.0,36.0,0,L
1496,27.0,44.0,99.0,33.0,29.0,1,XS
1497,27.5,45.5,99.0,34.25,29.6,3,M
1498,28.0,46.75,100.0,35.5,30.25,3,M
1499,28.5,48.0,100.0,36.75,30.9,3,M
1500,29.0,49.25,100.0,38.0,31.5,0,L
1501,29.5,50.5,101.0,39.25,32.1,0,L
1502,30.0,51.75,101.0,40.5,32.75,0,L
1503,30.5,53.0,102.0,41.75,33.4,0,L
1504,31.0,54.25,102.0,43.0,34.0,0,L
1505,32.0,56.75,103.0,45.5,35.25,2,XL
1506,32.0,55.0,104.0,35.0,33.75,0,L
1507,32.0,56.25,104.0,36.25,34.375,0,L
1508,32.5,57.5,105.0,37.5,35.0,0,L
1509,32.5,58.75,105.0,38.75,35.625,0,L
1510,33.0,60.0,106.0,40.0,36.25,0,L
1511,33.0,61.25,106.0,41.25,36.875,0,L
1512,33.5,62.5,106.0,42.5,37.5,0,L
1513,34.0,63.75,106.0,43.75,38.125,2,XL
1514,34.5,65.0,107.0,45.0,38.75,2,XL
1515,35.5,67.5,107.0,47.5,40.0,2,XL
1516,36.5,70.0,108.0,50.0,41.25,2,XL
1517,37.5,72.5,108.0,52.5,42.5,2,XL
1518,38.5,75.0,109.0,55.0,43.75,2,XL
1519,31.5,47.0,104.0,37.0,31.5,3,M
1520,32.0,48.0,105.0,38.0,32.0,0,L
1521,32.5,49.0,106.0,39.0,32.5,0,L
1522,33.0,50.0,107.0,40.0,33.0,0,L
1523,33.5,51.0,108.0,41.0,33.5,0,L
1524,34.0,52.0,109.0,42.0,34.0,0,L
1525,34.5,53.0,110.0,43.0,34.5,2,XL
1526,34.0,56.0,105.5,36.5,33.5,0,L
1527,34.5,58.0,108.5,40.5,35.0,0,L
1528,36.0,59.0,111.0,42.5,37.5,2,XL
1529,37.0,59.5,111.5,45.0,38.0,2,XL
1530,27.0,47.5,94.0,37.0,29.0,3,M
1531,28.0,50.0,95.0,39.5,30.0,0,L
1532,29.0,52.5,96.0,42.0,31.5,0,L
1533,30.0,55.0,97.0,44.5,32.5,2,XL
1534,32.0,55.0,104.0,35.0,33.75,0,L
1535,32.0,56.25,104.0,36.25,34.375,0,L
1536,32.5,57.5,105.0,37.5,35.0,0,L
1537,32.5,58.75,105.0,38.75,35.625,0,L
1538,33.0,60.0,106.0,40.0,36.25,0,L
1539,33.0,61.25,106.0,41.25,36.875,0,L
1540,33.5,62.5,106.0,42.5,37.5,0,L
1541,34.0,63.75,106.0,43.75,38.125,2,XL
1542,34.5,65.0,107.0,45.0,38.75,2,XL
1543,35.5,67.5,107.0,47.5,40.0,2,XL
1544,36.5,70.0,108.0,50.0,41.25,2,XL
1545,37.5,72.5,108.0,52.5,42.5,2,XL
1546,38.5,75.0,109.0,55.0,43.75,2,XL
1547,33.0,53.0,104.0,35.0,33.5,0,L
1548,34.0,54.0,105.0,37.5,35.5,0,L
1549,35.0,55.0,106.0,40.0,37.5,0,L
1550,30.0,52.0,97.0,32.0,35.0,0,L
1551,31.0,54.5,99.0,34.5,36.0,0,L
1552,32.0,57.0,101.0,37.0,37.0,0,L
1553,32.0,55.0,104.0,35.0,33.75,0,L
1554,32.0,56.25,104.0,36.25,34.375,0,L
1555,32.5,57.5,105.0,37.5,35.0,0,L
1556,32.5,58.75,105.0,38.75,35.625,0,L
1557,33.0,60.0,106.0,40.0,36.25,0,L
1558,33.0,61.25,106.0,41.25,36.875,0,L
1559,33.5,62.5,106.0,42.5,37.5,0,L
1560,34.0,63.75,106.0,43.75,38.125,2,XL
1561,34.5,65.0,107.0,45.0,38.75,2,XL
1562,35.5,67.5,107.0,47.5,40.0,2,XL
1563,36.5,70.0,108.0,50.0,41.25,2,XL
1564,37.5,72.5,108.0,52.5,42.5,2,XL
1565,38.5,75.0,109.0,55.0,43.75,2,XL
1566,27.0,48.0,103.0,35.0,30.8,3,M
