,height,hem,hip,outer_leg,waist,thigh
1148,168.0,34.35,46.7,52.95,40.05,28.15
1149,154.2,33.25,48.05,46.25,43.15,28.25
1150,151.6,31.1,42.25,46.35,38.2,26.8
1151,152.5,31.6,46.0,47.1,44.4,28.15
1152,155.6,33.0,45.0,48.25,40.0,27.5
1153,164.1,33.75,46.7,50.8,40.15,27.7
1154,163.1,35.5,51.75,51.0,40.75,32.65
1155,163.2,35.75,48.5,51.5,38.9,30.05
1156,160.8,31.05,40.65,49.95,31.6,23.55
1157,169.1,33.05,43.65,52.9,31.2,24.8
1158,165.0,36.9,47.95,51.35,39.5,30.05
1159,156.5,34.4,44.4,48.75,40.8,26.0
1160,158.2,32.45,48.6,49.3,37.15,29.65
1161,154.8,31.85,44.9,47.45,42.4,29.05
1162,156.4,36.1,49.0,47.45,47.65,31.05
1163,160.6,37.15,49.9,49.4,44.7,31.25
1165,154.7,35.75,46.85,48.5,40.9,29.25
1166,154.3,36.1,50.7,46.3,47.8,30.95
1167,168.3,36.35,50.8,51.2,43.9,30.1
1168,160.0,34.8,51.5,48.9,37.0,29.35
1169,158.7,31.55,42.65,48.4,36.45,27.0
1170,157.0,30.9,41.75,47.4,31.95,24.65
1171,161.0,36.3,51.15,49.6,46.4,33.15
1172,160.0,34.15,47.7,48.9,38.7,30.7
1173,153.6,33.05,45.05,47.7,40.7,27.3
1174,153.8,33.75,45.6,47.7,45.35,26.4
1175,162.0,34.9,47.6,51.0,41.65,30.3
1176,159.5,35.75,50.55,49.65,41.15,32.05
1178,151.7,33.0,46.9,45.6,38.25,29.15
1179,152.4,32.3,45.0,44.95,35.4,26.9
1180,153.5,30.25,42.95,46.7,37.1,24.55
1181,156.5,32.2,44.55,49.25,37.7,25.55
1182,158.5,36.15,49.45,49.3,46.2,31.15
1183,152.2,33.05,45.85,46.05,40.75,29.05
1184,164.5,31.7,44.4,51.4,39.45,24.9
1185,170.0,33.35,45.15,53.85,38.45,26.35
1186,156.8,36.75,48.8,49.5,45.75,30.0
1187,151.3,33.4,46.3,46.1,43.55,30.75
1188,154.0,31.6,44.25,46.2,45.75,26.5
1190,157.6,34.2,46.25,47.4,42.9,28.75
1191,157.2,33.2,46.35,46.65,41.95,28.35
1192,157.3,33.8,44.65,47.65,40.35,28.6
1193,161.0,33.9,44.5,50.25,35.6,24.25
1194,156.3,33.4,46.9,48.65,39.55,26.7
1195,151.7,29.85,46.0,45.6,40.0,27.1
1196,155.8,30.0,45.1,47.3,41.3,25.55
1197,155.6,30.45,44.65,46.55,41.2,25.35
1198,152.0,31.65,44.5,46.25,41.4,26.85
1199,154.6,30.0,42.6,47.1,34.05,23.6
1200,154.0,32.0,43.9,46.7,42.8,25.85
1201,158.5,32.25,45.4,48.8,42.95,27.75
1202,154.6,33.75,47.5,47.05,46.8,27.35
1203,158.1,31.25,45.8,48.75,41.2,25.85
1204,150.2,32.2,46.0,44.35,40.25,26.55
1205,151.7,31.85,49.8,46.0,49.9,29.05
1207,162.7,30.5,44.0,51.0,38.7,24.9
1208,154.8,35.2,48.0,46.65,45.45,31.65
1210,158.0,33.6,47.75,48.75,40.25,29.0
1211,153.5,34.2,45.0,47.1,43.25,27.05
1212,154.0,32.35,44.25,48.75,40.7,26.05
1213,148.6,32.55,43.05,44.7,45.0,24.15
1214,154.0,33.1,45.65,47.05,40.3,26.5
1215,152.0,32.35,43.65,46.5,40.0,26.75
1216,151.6,32.55,44.45,47.45,38.85,27.1
1217,150.0,32.7,46.0,46.4,42.3,28.2
1218,157.6,33.85,48.85,48.3,49.4,29.8
1219,157.0,35.1,51.15,48.25,46.0,31.8
1221,155.0,31.4,44.6,47.5,36.75,26.65
1222,161.2,32.95,43.5,48.6,33.65,27.5
1223,159.0,35.7,49.5,49.25,43.05,30.1
1225,162.1,32.75,44.4,50.05,35.7,26.95
1226,153.0,32.35,46.05,46.6,42.3,28.75
1227,148.3,34.5,48.95,45.6,47.5,29.95
1228,155.0,34.2,47.1,45.75,46.2,30.3
1229,152.5,31.55,47.65,46.5,39.6,30.85
1230,157.5,35.6,48.7,48.55,40.85,31.3
1231,160.5,35.35,46.5,49.4,38.15,27.9
1232,155.4,32.9,46.2,46.8,37.95,28.75
1233,159.1,32.8,47.15,49.65,40.1,27.6
1234,159.0,32.95,45.1,48.75,41.4,26.15
1235,157.0,33.2,45.1,47.05,37.2,27.15
1236,159.4,35.35,47.2,49.85,39.75,28.6
1237,162.5,36.4,49.25,49.8,40.35,29.8
1238,158.4,33.1,45.9,48.4,38.35,28.15
1239,164.5,35.45,50.1,51.55,38.75,30.7
1240,155.6,31.95,45.3,47.5,40.75,25.6
1241,163.0,37.85,51.1,50.65,44.2,33.5
1242,157.4,33.75,45.25,49.35,36.65,27.1
1243,161.1,33.75,46.25,51.55,37.0,28.2
1244,161.5,33.5,46.5,50.1,34.1,28.2
1245,162.8,36.45,52.15,50.0,43.55,32.05
1246,158.0,31.55,44.1,48.25,38.1,24.5
1247,156.1,33.3,46.5,47.6,35.05,27.1
1249,160.0,36.6,49.5,49.0,44.85,32.6
1250,164.4,33.45,45.4,51.15,33.85,27.65
1251,146.2,32.25,46.15,44.75,45.15,28.45
1252,160.0,35.25,46.05,49.25,35.75,28.65
1253,153.2,34.5,47.4,46.85,44.4,29.6
1254,161.3,34.7,47.25,49.0,39.75,28.4
1255,158.9,36.2,49.9,49.35,44.35,31.1
1256,151.9,32.45,46.0,46.7,43.1,29.05
1257,154.5,32.65,46.3,47.6,33.75,27.75
1258,147.1,32.4,46.7,44.75,41.0,28.5
1259,150.8,36.2,50.9,45.1,47.55,31.95
1261,157.1,35.2,47.25,48.5,36.9,28.9
1263,152.0,31.05,46.0,46.9,41.65,28.0
1264,159.3,35.6,49.05,48.1,47.75,30.6
1265,153.2,33.35,43.4,46.35,36.55,26.85
1266,160.5,38.2,53.7,48.95,47.25,32.45
1267,162.0,32.6,49.0,49.05,44.5,30.65
1268,153.1,32.8,45.8,46.85,40.0,27.35
1269,159.1,35.15,50.25,47.6,44.65,33.15
1270,158.8,33.2,44.15,48.65,37.75,26.8
1271,148.7,31.85,45.6,44.1,40.3,27.3
1272,160.5,32.05,45.45,48.8,40.45,24.6
1273,160.8,33.75,44.95,49.5,32.9,25.9
1274,149.8,33.1,48.65,45.1,45.0,29.85
1275,157.4,32.2,45.15,48.4,38.65,25.9
1276,153.4,33.2,49.35,46.85,45.45,27.6
1277,147.8,31.95,47.95,45.1,41.75,29.0
1278,156.4,31.4,45.4,46.85,42.65,27.3
1279,159.7,33.8,46.25,50.2,41.2,27.6
1280,167.2,37.8,52.1,53.0,44.25,29.9
1281,162.3,33.1,46.1,51.15,39.1,25.65
1282,153.2,33.8,48.7,47.75,39.4,28.5
1283,158.1,31.55,43.55,49.5,37.15,24.1
1284,157.2,32.75,45.6,48.0,38.0,25.65
1285,164.5,34.05,49.45,50.95,43.1,28.0
1286,160.3,33.6,48.9,48.05,39.5,27.05
1287,169.4,33.6,46.85,52.8,35.55,26.95
1288,153.0,33.25,47.5,46.0,39.25,27.3
1289,156.2,29.8,44.0,47.1,40.4,25.1
1290,155.3,31.3,46.0,47.25,40.8,26.85
1291,165.1,33.85,48.25,49.9,40.85,30.1
1292,161.0,31.65,45.0,50.75,36.15,27.3
1293,155.2,36.5,49.3,49.0,45.5,31.35
1294,154.5,32.4,45.75,48.15,36.45,28.45
1295,170.5,35.15,47.3,52.15,37.4,27.7
1296,161.8,32.65,45.6,50.0,36.9,26.4
1297,152.0,32.15,44.55,48.25,36.8,27.45
1298,156.6,31.4,42.8,48.25,35.95,25.1
1299,158.2,33.5,47.5,47.75,38.1,29.3
1300,164.7,33.65,50.5,49.7,42.45,30.0
1301,152.7,30.4,41.25,46.9,32.85,25.05
1302,157.8,32.8,46.0,49.5,36.65,26.5
1303,151.7,34.05,44.75,48.4,38.9,28.3
1304,163.0,33.0,46.25,49.95,37.35,26.75
1305,151.3,32.1,44.75,45.7,34.55,26.55
1306,161.2,34.9,47.6,50.25,41.35,28.05
1307,160.8,34.05,45.55,50.5,37.3,28.0
1308,157.8,36.75,50.65,49.75,49.75,31.65
1309,155.0,34.25,46.05,46.5,36.15,27.75
1310,156.8,30.25,44.55,47.75,32.9,25.5
1311,158.7,30.55,44.75,49.2,35.5,26.3
1312,162.8,33.35,45.85,50.05,36.8,27.85
1313,157.0,31.8,44.7,47.2,45.5,25.55
1314,162.1,34.3,50.05,49.65,39.6,29.05
1315,150.1,31.3,45.9,45.75,44.75,28.55
1316,160.8,34.45,47.75,51.0,46.15,28.35
1317,152.5,33.95,46.1,46.5,43.5,29.35
1318,155.0,33.05,48.6,46.65,45.0,31.9
1319,153.3,32.3,45.85,48.5,42.95,26.65
1320,154.3,33.0,47.05,48.05,40.5,29.45
1321,157.2,32.6,44.0,48.3,41.75,25.65
1322,151.0,31.45,44.95,46.3,42.55,26.0
1323,155.0,29.2,43.7,44.8,40.65,27.55
1324,151.0,32.15,43.9,46.0,42.7,26.35
1326,155.0,32.45,43.05,47.4,43.4,27.4
1327,160.6,32.9,46.45,50.25,45.25,26.5
1328,159.7,33.65,45.9,49.1,42.35,27.0
1329,156.8,32.3,47.65,47.0,40.25,30.5
1330,161.8,34.1,44.3,50.35,38.45,25.5
1331,157.5,32.2,44.15,48.15,43.05,27.5
1332,157.8,31.8,43.8,48.9,32.0,28.0
1333,161.8,32.8,45.35,50.2,38.85,28.95
1334,160.0,37.1,52.05,47.7,45.7,33.75
1335,155.5,31.75,45.9,49.3,41.7,28.7
1336,153.7,33.3,47.05,46.6,37.4,29.8
1337,160.1,31.8,46.05,49.5,36.6,28.25
1338,163.0,34.2,50.85,51.0,41.75,31.3
1339,155.8,31.0,43.6,47.8,33.5,26.1
1340,166.5,32.05,44.85,51.15,33.7,27.8
1341,154.0,32.15,47.5,47.75,40.65,30.15
1342,153.6,30.6,43.75,46.8,37.0,26.85
1343,155.6,33.75,46.65,47.6,41.75,28.6
1346,149.4,28.75,43.2,44.2,41.6,28.25
1347,147.7,31.55,48.8,44.8,47.65,31.05
1348,160.6,32.65,49.9,49.3,48.75,32.25
1349,158.2,31.25,45.6,49.9,39.9,28.25
1350,158.6,32.7,46.5,49.8,40.0,28.55
1351,149.0,32.55,47.5,46.4,44.55,31.35
1352,157.6,33.75,48.7,48.9,42.3,32.1
1353,155.7,28.65,41.35,47.6,32.25,23.6
1354,161.4,34.5,48.45,48.4,36.5,29.05
1355,155.9,34.4,50.0,47.05,44.85,31.55
1356,149.5,32.5,45.1,44.8,44.15,27.95
1358,155.9,32.15,46.4,48.0,39.3,28.35
1359,152.0,31.5,44.65,46.35,42.7,28.85
1360,162.6,32.15,46.65,49.5,42.5,29.35
1361,158.4,34.15,46.7,48.7,38.45,27.95
1362,150.4,31.9,47.15,44.75,45.75,28.5
1363,160.0,32.3,44.8,50.65,35.15,26.65
1364,162.5,33.0,46.85,50.7,43.95,28.75
1365,151.9,32.65,44.1,47.6,39.7,27.85
1366,158.2,33.6,44.65,48.95,34.95,27.4
1367,157.3,34.3,47.55,49.05,44.0,30.4
1368,160.8,35.5,46.1,49.4,36.35,27.5
1369,152.1,28.75,43.65,45.1,33.2,28.2
1370,159.1,30.75,43.7,47.05,32.1,26.35
1371,153.8,32.8,45.65,46.0,43.65,29.1
1372,160.3,31.25,47.0,50.0,41.15,27.0
1373,153.2,32.95,46.2,47.0,42.2,27.25
1374,150.5,30.8,46.3,47.75,37.45,28.75
1375,150.0,32.5,45.05,45.4,39.15,27.65
1376,154.1,33.05,47.4,46.55,36.85,29.5
1378,162.3,35.4,51.85,50.75,49.65,33.1
1379,151.7,31.5,45.75,45.3,48.5,28.05
1380,152.0,30.25,43.15,45.9,38.1,26.05
1381,157.1,32.6,45.9,49.05,38.25,27.9
1382,159.3,31.7,44.6,49.95,40.5,26.0
1383,158.6,34.15,48.5,49.45,43.1,29.9
1384,155.0,32.7,45.9,47.65,36.15,29.05
1385,160.5,35.0,50.65,50.0,44.45,32.9
1386,160.0,31.6,45.9,47.85,34.1,28.35
1387,150.2,33.8,44.2,45.0,36.7,28.45
1388,151.7,30.75,43.4,46.55,33.7,26.0
1389,146.3,30.25,44.65,43.5,43.35,27.4
1390,148.4,29.85,44.5,45.6,35.0,27.6
1392,157.5,32.25,44.7,48.7,37.6,27.15
1393,157.1,35.65,46.95,47.3,40.85,27.45
1394,159.7,31.65,44.9,49.05,36.75,27.65
1395,161.1,32.75,44.25,49.85,39.4,26.5
1397,159.5,30.8,42.75,48.85,32.85,25.65
1398,164.6,36.25,50.5,49.35,40.0,30.65
1399,159.8,34.95,46.45,49.25,39.9,30.45
1400,154.6,33.75,47.75,47.55,41.8,30.1
1401,159.5,32.55,46.1,49.65,36.6,29.25
1402,153.6,33.25,45.1,46.45,38.3,28.55
1403,148.3,32.25,43.1,45.5,40.4,27.0
1404,155.5,30.5,44.4,47.8,37.05,28.35
1405,149.7,32.3,45.6,45.1,41.9,28.45
1406,159.0,35.75,47.75,49.4,39.45,29.1
1407,156.4,32.25,45.4,47.85,35.1,27.25
1408,153.8,32.1,46.85,46.35,39.5,29.4
1410,156.0,34.75,47.85,47.3,45.9,30.05
1411,155.7,32.15,51.35,46.7,44.5,31.7
1412,147.3,32.05,44.9,44.4,42.95,28.65
1413,150.3,31.0,45.45,45.9,43.1,27.0
1414,156.0,30.35,46.1,47.6,38.2,27.9
1415,169.7,34.5,47.5,52.85,39.0,29.2
1416,164.7,32.75,44.6,49.95,36.3,27.55
1417,156.1,29.8,45.6,48.3,40.25,27.0
1418,163.0,34.1,47.5,50.7,37.75,28.75
1419,148.0,32.75,47.55,45.3,39.3,29.75
1420,155.6,35.6,48.8,49.3,44.9,31.1
1421,163.1,33.65,45.7,51.05,37.85,27.4
1422,157.6,32.65,46.3,49.0,42.3,27.1
1423,152.0,31.05,45.8,45.95,43.4,27.05
1424,156.5,31.8,45.35,47.3,44.25,28.4
1425,150.1,31.8,45.9,46.2,34.2,29.05
1426,157.0,32.1,48.0,48.6,39.4,29.3
1427,166.2,36.05,49.7,52.35,39.1,29.3
1428,155.1,36.0,49.3,47.6,48.75,30.0
1429,165.6,33.6,47.15,51.8,35.65,28.55
1430,165.5,33.25,46.6,51.0,34.75,27.05
1431,155.0,33.6,48.25,48.25,41.3,29.75
1432,152.2,32.5,46.35,45.2,42.9,31.25
1433,160.2,31.75,46.2,48.1,42.2,27.2
1434,167.1,34.1,47.85,52.6,37.05,28.85
1435,157.5,30.85,43.8,48.25,36.15,25.1
1436,156.5,35.7,48.8,46.85,41.95,32.25
1437,162.1,32.75,46.05,49.7,44.15,31.15
1438,156.0,31.5,45.1,49.05,35.45,28.8
1439,152.0,32.1,47.65,46.15,39.15,29.6
1440,161.2,31.55,44.1,50.4,35.9,25.35
1441,157.5,31.3,43.85,47.3,38.1,26.05
1442,153.3,33.65,48.4,46.7,38.7,28.6
1443,162.7,32.8,46.1,50.25,42.45,27.05
1444,160.0,33.75,46.9,49.95,39.55,28.75
1445,153.4,31.5,43.4,46.75,38.85,26.75
1446,160.0,31.3,43.3,48.55,34.7,27.6
1447,161.3,31.55,47.2,50.25,36.0,27.05
1448,152.6,35.0,48.4,47.35,44.15,32.4
1449,158.0,34.75,47.05,49.35,38.65,27.9
1450,151.5,32.5,44.35,47.2,40.4,29.7
1451,155.2,32.7,44.95,47.7,38.25,26.6
1452,164.0,34.95,47.15,51.35,39.45,29.1
1453,170.3,33.65,49.05,53.1,41.1,30.25
1454,154.4,30.7,43.15,48.45,38.85,27.1
1455,157.0,32.55,45.05,47.65,37.65,27.3
1456,146.2,35.25,49.35,44.8,48.15,30.0
1457,162.5,33.0,48.65,50.85,43.6,33.05
1458,161.8,33.8,46.15,49.9,36.55,29.0
1459,159.5,32.75,45.65,49.75,39.45,27.9
1460,156.4,32.8,45.95,48.05,40.0,29.25
1461,156.6,35.15,49.4,47.55,45.6,30.7
1462,151.7,34.0,44.85,46.5,41.45,29.0
1463,166.2,35.55,50.3,51.6,38.55,31.3
1464,153.4,33.0,44.45,46.85,43.0,28.65
1465,155.1,33.75,44.75,48.6,42.1,27.3
1466,159.2,32.75,48.05,49.1,38.05,28.9
1467,164.5,36.05,51.9,52.9,36.35,30.6
1468,153.6,34.3,46.5,46.65,37.85,27.8
1469,153.6,32.15,41.95,48.1,28.6,23.4
1470,156.4,31.05,44.65,47.4,38.6,28.65
1471,155.8,33.3,49.95,48.65,43.45,31.9
1472,157.0,31.0,45.0,49.75,38.15,28.25
1473,165.0,31.0,46.5,50.55,37.6,28.4
1474,152.8,30.3,45.1,47.1,34.6,28.25
1477,153.8,34.45,50.0,47.0,45.85,32.35
1478,157.4,37.75,52.7,49.0,50.3,33.85
1479,157.8,34.2,47.45,49.4,36.15,29.8
1480,154.2,32.55,48.8,48.2,36.6,30.4
1481,163.2,32.35,44.7,50.9,34.5,25.95
1482,164.5,34.5,50.6,50.5,39.75,30.35
1483,155.5,31.5,42.65,46.85,39.45,25.8
1484,161.3,32.55,47.45,49.65,38.85,28.9
1485,166.3,33.7,45.9,50.4,36.9,27.55
1486,150.5,32.6,47.85,46.25,38.35,30.0
1487,165.0,31.75,45.05,51.1,37.05,26.25
1488,166.5,34.55,47.3,51.3,39.45,28.0
1489,157.0,35.0,49.55,48.6,41.85,30.8
1490,160.7,32.7,46.9,49.35,37.15,28.55
1491,158.0,34.4,49.0,49.05,41.95,32.0
1492,161.3,33.15,46.15,48.4,41.4,28.6
1493,160.0,35.6,51.85,49.5,43.85,32.05
1494,165.3,35.25,45.75,52.2,37.3,26.9
1495,158.0,32.3,42.35,47.5,36.0,25.4
1496,160.0,31.9,47.55,49.0,39.4,29.5
1497,154.0,32.5,46.3,47.1,37.9,28.75
1498,154.5,33.65,47.6,47.6,42.5,29.75
1499,156.4,33.9,47.45,48.85,44.65,30.8
1500,161.0,33.95,51.3,49.5,45.0,31.75
1501,149.2,31.8,46.35,45.8,42.9,29.95
1502,157.0,31.3,44.55,48.5,36.55,27.4
1503,167.1,31.5,45.9,52.45,37.2,27.75
1504,157.8,32.15,45.3,48.4,37.85,28.45
1505,154.3,32.45,47.1,47.75,35.85,28.4
1506,158.5,33.2,47.95,47.6,42.4,31.55
1507,167.7,32.75,45.5,50.4,34.6,26.4
1508,156.0,32.95,46.45,48.5,37.6,29.5
1509,161.1,34.5,48.25,48.9,39.6,31.3
1510,163.5,33.8,46.5,50.25,39.4,30.0
1511,159.8,30.25,43.25,48.45,37.8,25.95
1512,153.2,34.7,46.05,46.6,39.95,29.65
1513,163.5,32.0,49.0,50.15,42.35,28.55
1514,161.3,32.1,49.2,50.3,38.7,30.4
1515,159.2,30.35,43.85,49.25,38.1,25.9
1516,157.5,32.8,44.6,49.9,34.4,27.35
1517,153.1,31.95,43.75,48.05,37.7,25.9
1518,152.6,30.9,42.3,47.9,31.65,25.45
1519,158.0,33.9,49.15,48.4,38.85,29.7
1520,159.0,35.45,47.6,49.25,44.05,28.8
1521,159.1,32.4,43.85,48.95,38.15,26.0
1522,149.7,31.4,46.65,45.9,36.1,31.8
1523,157.2,33.25,45.85,49.4,35.65,26.5
1524,169.0,35.85,49.95,51.8,37.0,31.25
1525,158.7,35.25,51.95,50.35,46.4,32.65
1526,153.7,31.15,44.4,47.45,37.1,28.35
1527,160.0,34.8,49.05,49.7,42.15,33.1
1528,158.4,31.5,45.15,47.75,34.25,28.55
1529,173.1,35.65,46.75,54.1,37.85,27.25
1530,157.0,31.6,46.3,48.05,37.1,28.25
1531,164.5,33.7,46.35,51.65,34.25,27.75
1532,164.0,33.5,46.7,51.3,34.0,29.55
1533,173.5,33.8,47.25,53.55,34.85,27.2
1534,171.5,33.75,45.9,53.15,36.25,28.95
1535,159.4,31.6,45.0,49.85,35.3,27.85
1536,158.3,32.25,46.65,49.6,36.65,28.95
1537,158.5,31.3,45.25,48.55,35.25,28.6
1538,155.0,30.5,42.2,48.45,31.5,27.05
1539,158.0,32.65,48.3,47.3,42.2,30.7
1540,164.6,33.25,46.25,51.0,36.85,27.25
1541,159.5,32.65,50.9,48.35,44.4,32.25
1542,150.7,30.7,44.85,46.9,35.05,27.6
1543,168.3,34.5,50.15,48.15,43.75,32.8
1544,148.6,32.75,43.2,45.75,36.8,27.3
1545,157.2,31.75,44.9,47.6,37.5,28.85
1546,168.0,34.3,47.5,52.6,39.4,28.05
1547,158.0,33.25,49.1,48.0,40.1,28.7
1548,162.5,33.0,46.45,48.5,36.75,26.95
1549,155.2,32.75,47.0,46.75,33.25,28.1
1550,169.5,31.75,46.65,51.85,32.55,26.5
1551,163.0,33.75,46.6,50.75,36.1,27.05
1553,168.0,32.75,45.25,48.8,31.95,26.75
1554,162.0,31.15,45.5,50.25,34.75,26.85
1555,158.0,34.0,48.25,47.7,40.45,28.95
1556,163.0,35.15,48.55,48.15,39.3,28.5
1557,158.0,33.0,44.75,47.95,35.0,26.3
1558,154.0,31.75,46.85,46.35,39.0,28.35
1559,158.0,31.4,45.75,47.95,36.2,27.6
1560,164.0,32.25,48.25,48.35,41.15,29.25
1561,156.8,32.0,49.0,46.95,38.4,28.9
1562,158.7,32.7,46.5,47.3,37.0,26.75
1563,164.5,33.25,45.8,50.0,33.0,28.1
1564,166.4,34.6,49.3,50.5,40.35,30.1
1565,161.7,31.5,44.5,49.35,34.3,25.25
1566,164.5,30.5,46.3,50.0,35.5,25.6
1567,150.5,30.25,42.9,45.4,34.0,25.5
1568,165.0,33.5,47.8,50.75,35.7,27.85
1569,163.3,31.95,50.45,49.15,41.0,29.95
1570,154.5,31.25,45.2,46.25,40.25,25.6
1571,159.0,30.1,42.4,48.45,28.75,23.6
1572,161.0,30.2,46.2,48.75,35.25,27.4
1573,154.5,33.7,48.05,45.95,42.9,28.05
1574,155.3,31.7,43.25,47.1,38.1,24.85
1575,151.5,28.25,42.4,45.3,35.15,22.4
1576,155.5,33.0,44.8,46.3,40.8,26.1
1577,160.4,32.2,48.3,47.85,37.15,29.9
1578,159.0,31.7,43.1,47.3,35.9,23.6
1579,159.8,33.7,48.05,48.45,42.5,28.4
1580,156.7,34.2,51.25,46.8,49.25,29.65
1581,159.4,33.5,48.3,49.2,41.7,29.6
1582,152.6,30.75,41.0,45.75,33.85,25.35
1583,168.0,38.0,50.8,50.85,47.5,29.45
1584,149.6,31.5,44.35,44.75,41.35,26.35
1585,155.8,32.7,42.0,47.0,31.05,25.1
1586,156.5,34.2,46.8,47.8,40.8,27.6
1587,155.2,33.2,49.95,46.25,45.55,30.55
1588,159.7,32.75,49.5,47.85,39.35,29.95
1589,167.1,32.25,49.35,50.05,36.55,30.4
1590,158.6,33.25,45.8,47.95,37.05,27.75
1591,150.0,32.0,44.7,43.5,38.6,26.65
1592,159.5,33.5,51.1,48.15,43.8,30.85
1593,167.5,32.4,49.25,50.25,42.0,27.6
1594,156.7,32.8,48.25,46.6,39.6,28.05
1595,166.2,34.15,51.3,49.5,45.2,30.85
1596,156.5,31.75,46.5,47.1,36.6,27.85
1597,160.7,28.2,43.5,48.9,31.95,24.65
1598,161.6,30.65,45.35,49.25,34.55,26.05
1599,154.6,30.75,43.1,46.8,30.65,23.75
1600,160.5,32.75,47.5,49.35,45.75,26.95
1601,161.6,31.15,46.6,49.2,34.05,27.7
1602,164.4,31.25,44.95,49.7,33.95,26.75
1603,157.3,30.2,47.8,47.25,36.8,27.7
1604,158.0,33.75,52.35,46.9,46.6,33.45
1605,173.5,32.25,49.9,53.35,41.6,30.85
1606,158.0,30.95,46.2,46.95,35.15,28.2
1607,161.6,32.3,48.9,47.95,38.55,26.95
1608,160.0,32.5,47.6,48.2,38.3,28.7
1609,167.5,32.95,51.5,50.6,38.7,31.45
1610,161.6,30.8,46.55,48.85,34.1,28.0
1611,166.5,30.0,41.6,52.3,31.0,23.8
1612,163.5,34.05,48.5,49.0,38.8,30.05
1613,169.7,33.6,46.15,52.4,35.1,27.0
1614,154.5,31.5,45.6,46.65,36.2,25.6
1615,156.4,33.4,48.9,45.9,46.7,28.25
1616,159.6,30.95,49.5,48.0,43.25,30.65
1617,160.6,33.25,47.3,49.15,37.3,28.5
1618,166.2,31.75,44.3,51.9,32.8,25.6
1619,157.2,31.9,44.5,48.25,35.05,26.75
1620,156.6,32.5,48.1,47.65,42.85,27.45
1621,166.0,34.0,47.45,50.25,35.55,28.6
1622,167.2,35.5,52.9,51.15,45.25,31.85
1623,166.7,33.25,46.75,50.6,35.35,28.6
1624,158.5,35.75,51.1,47.5,41.25,32.05
1625,158.8,37.0,49.25,46.95,44.85,29.25
1626,157.0,31.75,46.15,47.25,37.9,28.3
1628,167.6,35.5,50.8,52.25,49.5,30.8
1629,158.2,32.6,46.3,48.65,38.1,27.9
1630,157.0,36.2,49.05,47.0,44.8,30.15
1631,156.5,34.0,47.3,46.8,49.35,28.15
1632,168.6,35.95,51.0,50.4,45.5,32.1
1633,156.5,30.0,44.25,46.0,37.45,25.95
1634,163.0,32.7,51.95,50.1,43.3,31.85
1635,161.3,31.35,47.3,48.15,34.95,27.6
1636,152.8,32.15,44.85,46.55,38.0,26.3
1637,168.2,32.0,44.85,51.45,35.95,25.85
1638,165.5,31.2,44.15,50.15,34.05,25.85
1639,157.3,29.15,41.75,46.25,32.75,24.8
1640,158.2,29.9,42.5,48.05,35.2,24.75
1641,153.0,33.25,46.9,45.75,41.45,27.45
1642,160.4,30.45,44.8,48.55,37.1,26.1
1643,157.0,29.35,43.2,47.1,33.0,24.5
1644,155.7,30.45,44.3,46.3,40.8,25.0
1645,160.6,30.6,47.95,48.0,45.2,28.2
1646,155.7,32.75,50.4,47.1,45.05,31.85
1647,159.6,31.75,43.7,48.15,34.05,23.85
1648,158.5,29.3,44.25,47.45,38.2,25.5
1649,157.5,34.0,48.65,47.25,39.45,27.75
1650,155.5,34.7,49.6,46.85,40.7,28.9
1651,156.6,30.45,42.8,48.1,31.05,21.9
1652,167.4,32.25,47.95,50.8,35.9,29.65
1653,157.7,30.25,45.4,47.1,37.65,26.8
1654,152.8,31.95,46.3,46.15,39.5,27.85
1655,149.0,33.9,49.1,43.7,40.9,28.85
1656,155.2,27.95,41.9,47.75,34.25,23.85
1657,160.8,30.5,44.65,47.9,39.8,25.45
1658,164.1,31.0,46.1,49.1,37.5,26.4
1659,162.9,31.45,47.55,49.45,39.9,27.7
1660,161.2,31.9,47.25,47.15,41.0,27.15
1661,160.3,31.05,44.35,48.4,35.75,24.0
1662,153.1,29.0,44.15,46.75,31.9,25.6
1663,161.3,33.3,50.3,49.55,37.45,29.1
1665,159.4,31.4,44.25,48.65,39.05,24.75
1666,157.3,30.4,40.4,47.55,30.3,23.5
1667,166.1,35.55,48.1,49.0,46.15,28.1
1668,167.1,35.0,53.1,50.6,47.85,31.5
1670,151.6,30.5,43.95,45.6,37.85,26.05
1671,156.8,32.5,42.9,47.0,35.65,23.65
1672,153.7,33.75,47.25,45.25,41.1,29.0
1673,161.8,31.9,45.25,50.05,36.45,26.3
1674,152.0,31.0,47.15,45.7,37.85,27.45
1675,150.0,31.25,49.25,45.65,38.05,30.05
1676,155.8,29.25,43.05,46.8,33.5,23.3
1677,155.3,32.9,50.15,47.1,38.0,29.1
1678,155.7,29.2,43.4,47.35,31.8,25.55
1679,158.0,32.4,49.7,47.15,42.1,30.35
1680,153.5,32.5,48.4,44.9,44.1,28.75
1681,158.3,30.4,43.1,49.25,33.45,24.85
1682,158.1,32.2,47.05,48.25,42.4,28.05
1683,150.7,29.8,42.5,44.45,38.45,23.8
1684,167.1,31.5,47.8,50.1,38.9,28.8
1685,153.6,31.95,48.3,46.5,42.3,28.1
1687,158.3,33.4,50.45,46.75,43.25,30.6
1688,155.5,30.0,46.5,46.65,35.15,26.9
1689,159.7,31.4,47.65,47.8,40.4,27.85
